,indx,serie_id,Name,Type,Language,AvgRunTime,Country
1563,1563,34060,DTK: Elviszlek magammal,Talk Show,Hungarian,33.0,
1564,1564,40511,Дома лучше,Reality,Russian,59.0,
1565,1565,41611,Good Mythical Morning,Talk Show,English,14.0,
1566,1566,42383,World Wonder Ring STARDOM,Sports,English,120.0,
1567,1567,47226,Arashi's Diary: Voyage,Documentary,Japanese,30.0,
1568,1568,47267,La Vida Moderna,Talk Show,Spanish,38.0,
1569,1569,47897,Сережа и микрофон. Подкаст,Talk Show,Russian,109.0,
1570,1570,49081,Ex and the City,Reality,Norwegian,12.0,
1571,1571,49147,World War Two: Week by Week,Documentary,English,15.0,
1572,1572,50888,My Bromance 2: 5 Years Later,Scripted,Thai,60.0,
1573,1573,51477,Roger et ses humains,Animation,French,2.0,
1574,1574,51749,Shi Yi Changan: Mingyue Ji Shi You,Animation,Chinese,20.0,China
1575,1575,51928,Anitta: Made in Honório,Documentary,Portuguese,30.0,
1576,1576,51928,Anitta: Made in Honório,Documentary,Portuguese,30.0,
1577,1577,51928,Anitta: Made in Honório,Documentary,Portuguese,30.0,
1578,1578,51928,Anitta: Made in Honório,Documentary,Portuguese,30.0,
1579,1579,51928,Anitta: Made in Honório,Documentary,Portuguese,30.0,
1580,1580,51928,Anitta: Made in Honório,Documentary,Portuguese,30.0,
1581,1581,51994,The Ripper,Documentary,English,49.0,
1582,1582,51994,The Ripper,Documentary,English,49.0,
1583,1583,51994,The Ripper,Documentary,English,49.0,
1584,1584,51994,The Ripper,Documentary,English,49.0,
1585,1585,52104,Twisted Fate of Love,Scripted,Chinese,45.0,China
1586,1586,52104,Twisted Fate of Love,Scripted,Chinese,45.0,China
1587,1587,52107,New Face,Scripted,Chinese,45.0,China
1588,1588,52107,New Face,Scripted,Chinese,45.0,China
1589,1589,52108,Psych Hunter,Scripted,Chinese,45.0,
1590,1590,52108,Psych Hunter,Scripted,Chinese,45.0,
1591,1591,52110,How to Ruin Christmas,Scripted,,50.0,
1592,1592,52110,How to Ruin Christmas,Scripted,,50.0,
1593,1593,52110,How to Ruin Christmas,Scripted,,50.0,
1594,1594,52159,To Love,Scripted,Chinese,45.0,China
1595,1595,52159,To Love,Scripted,Chinese,45.0,China
1596,1596,52212,The Aam Aadmi Family,Scripted,,,
1597,1597,52400,Dream Detective,Scripted,Chinese,45.0,China
1598,1598,52400,Dream Detective,Scripted,Chinese,45.0,China
1599,1599,52421,You Complete Me,Scripted,Chinese,45.0,China
1600,1600,52421,You Complete Me,Scripted,Chinese,45.0,China
1601,1601,52471,The Expanse Aftershow,Talk Show,English,32.0,
1602,1602,52471,The Expanse Aftershow,Talk Show,English,32.0,
1603,1603,52471,The Expanse Aftershow,Talk Show,English,32.0,
1604,1604,52521,Rompan todo: La historia del rock en América Latina,Documentary,Spanish,50.0,
1605,1605,52521,Rompan todo: La historia del rock en América Latina,Documentary,Spanish,50.0,
1606,1606,52521,Rompan todo: La historia del rock en América Latina,Documentary,Spanish,50.0,
1607,1607,52521,Rompan todo: La historia del rock en América Latina,Documentary,Spanish,50.0,
1608,1608,52521,Rompan todo: La historia del rock en América Latina,Documentary,Spanish,50.0,
1609,1609,52521,Rompan todo: La historia del rock en América Latina,Documentary,Spanish,50.0,
1610,1610,52524,Forever Love,Scripted,Chinese,45.0,China
1611,1611,52524,Forever Love,Scripted,Chinese,45.0,China
1612,1612,52743,The Penalty Zone,Scripted,Chinese,45.0,
1613,1613,52743,The Penalty Zone,Scripted,Chinese,45.0,
1614,1614,52743,The Penalty Zone,Scripted,Chinese,45.0,
1615,1615,52743,The Penalty Zone,Scripted,Chinese,45.0,
1616,1616,52743,The Penalty Zone,Scripted,Chinese,45.0,
1617,1617,52743,The Penalty Zone,Scripted,Chinese,45.0,
1618,1618,52743,The Penalty Zone,Scripted,Chinese,45.0,
1619,1619,52743,The Penalty Zone,Scripted,Chinese,45.0,
1620,1620,54834,Arm Share,Variety,Thai,20.0,
1621,1621,56064,Crash Course Organic Chemistry,Documentary,English,,
1622,1622,56746,Too Many Spirits,Talk Show,English,25.0,
1623,1623,56848,The Miracle Barbershop,Scripted,English,16.0,
1624,1624,57478,Hello Kitty's Super Cute Adventures,Animation,,,
1625,1625,58367,Struggle Meals,Scripted,,20.0,
1626,1626,58426,Peace of Mind with Taraji,Talk Show,English,25.0,
1627,1627,61755,Bride of Beirut,Scripted,Arabic,,
1628,1628,62127,30 Days With: Ryan Garcia,Documentary,English,19.0,
1629,1629,52780,Mermaid Prince,Scripted,Chinese,45.0,China
1630,1630,52780,Mermaid Prince,Scripted,Chinese,45.0,China
1631,1631,52780,Mermaid Prince,Scripted,Chinese,45.0,China
1632,1632,52780,Mermaid Prince,Scripted,Chinese,45.0,China
1633,1633,52780,Mermaid Prince,Scripted,Chinese,45.0,China
1634,1634,52780,Mermaid Prince,Scripted,Chinese,45.0,China
1635,1635,6441,NFL Films Presents,Sports,English,30.0,"Korea, Republic of"
1636,1636,36813,Conversa com Bial,Talk Show,Portuguese,40.0,Brazil
1637,1637,44660,The Bump,Talk Show,English,30.0,United States
1638,1638,52250,SJ Returns,Reality,Korean,5.0,"Korea, Republic of"
1639,1639,44675,Діти проти зірок,Game Show,Ukrainian,90.0,
1640,1640,56531,Dimension 20,Game Show,English,,United States
1641,1641,2504,"Goede Tijden, Slechte Tijden",Scripted,Dutch,25.0,
1642,1642,2266,WWE NXT,Sports,English,77.0,United States
1643,1643,49732,Noblesse,Animation,Japanese,25.0,
1644,1644,41648,Sim for You,Reality,Korean,16.0,"Korea, Republic of"
1645,1645,39115,Обычная женщина,Scripted,Russian,48.0,Russian Federation
1646,1646,39115,Обычная женщина,Scripted,Russian,48.0,Russian Federation
1647,1647,43722,"257 причин, чтобы жить",Scripted,Russian,24.0,Russian Federation
1648,1648,48151,Смешарики. Новый сезон,Animation,Russian,7.0,Russian Federation
1649,1649,48151,Смешарики. Новый сезон,Animation,Russian,7.0,Russian Federation
1650,1650,49280,Псих,Scripted,Russian,62.0,Russian Federation
1651,1651,52181,Волк,Scripted,Russian,50.0,Russian Federation
1652,1652,52181,Волк,Scripted,Russian,50.0,Russian Federation
1653,1653,52520,Мужская тема,Talk Show,Russian,30.0,Russian Federation
1654,1654,38031,There's a Pit in My Senior Martial Brother's Brain,Animation,Chinese,10.0,China
1655,1655,53830,Witches,Variety,Korean,30.0,"Korea, Republic of"
1656,1656,53830,Witches,Variety,Korean,30.0,"Korea, Republic of"
1657,1657,57385,After Mom Falls Asleep,Variety,Korean,12.0,"Korea, Republic of"
1658,1658,47912,The Wolf,Scripted,Chinese,45.0,China
1659,1659,47912,The Wolf,Scripted,Chinese,45.0,China
1660,1660,52782,Mr. Right is Here!,Scripted,Chinese,45.0,China
1661,1661,52782,Mr. Right is Here!,Scripted,Chinese,45.0,China
1662,1662,52799,Futmalls.com,Scripted,Chinese,45.0,China
1663,1663,52799,Futmalls.com,Scripted,Chinese,45.0,China
1664,1664,53072,KL Gangster: Underworld,Scripted,Malay,45.0,Malaysia
1665,1665,54610,The Wonderland of Ten Thousands,Animation,Chinese,10.0,China
1666,1666,54762,Youths in the Breeze,Scripted,Chinese,7.0,China
1667,1667,54762,Youths in the Breeze,Scripted,Chinese,7.0,China
1668,1668,57556,I Am a Great God,Animation,Chinese,,China
1669,1669,58689,My Supernatural Power,Scripted,Chinese,45.0,China
1670,1670,58689,My Supernatural Power,Scripted,Chinese,45.0,China
1671,1671,44060,Why R U?: The Series,Scripted,Thai,54.0,
1672,1672,50752,Stjernestøv,Scripted,Norwegian,20.0,Norway
1673,1673,26268,Слепая,Scripted,Russian,25.0,Russian Federation
1674,1674,53196,Саке,Scripted,Russian,24.0,Kazakhstan
1675,1675,5058,Реальные пацаны,Scripted,Russian,25.0,
1676,1676,39804,ещёнепознер,Talk Show,Russian,77.0,
1677,1677,49948,Love Revolution,Scripted,Korean,20.0,"Korea, Republic of"
1678,1678,48252,Ночной Контакт,Talk Show,Russian,30.0,Russian Federation
1679,1679,49843,Aile Şirketi,Scripted,Turkish,21.0,Turkey
1680,1680,49843,Aile Şirketi,Scripted,Turkish,21.0,Turkey
1681,1681,49843,Aile Şirketi,Scripted,Turkish,21.0,Turkey
1682,1682,50164,Sokağın Çocukları,Scripted,Turkish,40.0,Turkey
1683,1683,56605,It's Okay to Be Sensitive 2020,Scripted,Korean,,"Korea, Republic of"
1684,1684,52413,Growing Season,Scripted,Korean,22.0,"Korea, Republic of"
1685,1685,53177,Masrah Masr,Scripted,Arabic,60.0,
1686,1686,44057,Hjerteslag,Scripted,Norwegian,12.0,Norway
1687,1687,49864,Alex og Aune,Reality,Norwegian,12.0,Norway
1688,1688,51080,Temptation Island: Love or Leave,Reality,Dutch,45.0,Netherlands
1689,1689,52618,Unter Freunden stirbt man nicht,Scripted,German,42.0,Germany
1690,1690,52618,Unter Freunden stirbt man nicht,Scripted,German,42.0,Germany
1691,1691,52618,Unter Freunden stirbt man nicht,Scripted,German,42.0,Germany
1692,1692,52618,Unter Freunden stirbt man nicht,Scripted,German,42.0,Germany
1693,1693,7480,Star Trek: Discovery,Scripted,English,56.0,
1694,1694,13215,Critical Role,Game Show,English,212.0,
1695,1695,15250,The Young Turks,News,English,120.0,
1696,1696,15250,The Young Turks,News,English,120.0,
1697,1697,17078,The Grand Tour,Reality,English,67.0,
1698,1698,28381,Cyanide & Happiness Shorts,Animation,English,2.0,
1699,1699,30606,SciShow,Documentary,English,9.0,
1700,1700,35790,The Stand,Scripted,English,57.0,
1701,1701,36841,Hot Ones,Talk Show,English,23.0,
1702,1702,41611,Good Mythical Morning,Talk Show,English,14.0,
1703,1703,42843,The Flight Attendant,Scripted,English,44.0,
1704,1704,42899,Редакция,Talk Show,Russian,56.0,
1705,1705,45400,Comment Out,Variety,Russian,47.0,
1706,1706,46410,The Secret,Scripted,Thai,60.0,
1707,1707,47267,La Vida Moderna,Talk Show,Spanish,38.0,
1708,1708,49353,Between 2 Wars,Documentary,English,18.0,
1709,1709,50157,Basic Bitch,Scripted,Norwegian,19.0,
1710,1710,50586,Cari & Jemele: Stick to Sports,Talk Show,English,30.0,
1711,1711,52082,Yes Chef!,Reality,Swedish,43.0,
1712,1712,52105,Be With You,Scripted,Chinese,45.0,China
1713,1713,52105,Be With You,Scripted,Chinese,45.0,China
1714,1714,52421,You Complete Me,Scripted,Chinese,45.0,China
1715,1715,52421,You Complete Me,Scripted,Chinese,45.0,China
1716,1716,52435,Schulz Saves America,Talk Show,English,17.0,
1717,1717,52435,Schulz Saves America,Talk Show,English,17.0,
1718,1718,52435,Schulz Saves America,Talk Show,English,17.0,
1719,1719,52435,Schulz Saves America,Talk Show,English,17.0,
1720,1720,52537,Love Teenager,Scripted,Korean,8.0,
1721,1721,52608,Nimra Etnin,Scripted,Arabic,50.0,
1722,1722,52743,The Penalty Zone,Scripted,Chinese,45.0,
1723,1723,52743,The Penalty Zone,Scripted,Chinese,45.0,
1724,1724,52806,Ultimate Note,Scripted,Chinese,45.0,
1725,1725,52806,Ultimate Note,Scripted,Chinese,45.0,
1726,1726,53009,My Wonderful Roommate,Scripted,Korean,15.0,
1727,1727,53698,The Shore,Scripted,Tagalog,30.0,
1728,1728,56253,Jessi's Show!Terview,Talk Show,Korean,22.0,
1729,1729,56848,The Miracle Barbershop,Scripted,English,16.0,
1730,1730,58367,Struggle Meals,Scripted,,20.0,
1731,1731,59853,Bndok,Animation,Arabic,8.0,
1732,1732,60848,Blippi,Scripted,English,,
1733,1733,60848,Blippi,Scripted,English,,
1734,1734,63719,Du bu xiao yao,Animation,Chinese,12.0,
1735,1735,6544,Sesame Street,Scripted,English,57.0,
1736,1736,36813,Conversa com Bial,Talk Show,Portuguese,40.0,Brazil
1737,1737,51742,As Five,Scripted,Portuguese,31.0,Brazil
1738,1738,44249,The Ready Room,Talk Show,English,28.0,
1739,1739,16753,WWE Main Event,Reality,English,60.0,United States
1740,1740,26643,Summer Camp Island,Animation,English,11.0,
1741,1741,26643,Summer Camp Island,Animation,English,11.0,
1742,1742,26643,Summer Camp Island,Animation,English,11.0,
1743,1743,40195,It's Alive with Brad,Reality,English,20.0,United States
1744,1744,45470,12 Dates of Christmas,Reality,English,43.0,
1745,1745,46668,Tyler Perry's Ruthless,Scripted,English,45.0,United States
1746,1746,51316,Texas 6,Documentary,English,36.0,
1747,1747,51706,Terror Lake Drive,Scripted,English,45.0,United States
1748,1748,51899,For the Love of Jason,Scripted,English,27.0,United States
1749,1749,17046,Notruf Hafenkante,Scripted,German,50.0,Germany
1750,1750,2504,"Goede Tijden, Slechte Tijden",Scripted,Dutch,25.0,
1751,1751,39053,WWE NXT UK,Sports,English,60.0,United States
1752,1752,16665,Titan FC,Sports,English,102.0,United States
1753,1753,40633,Beyond the Pole,Reality,English,60.0,United States
1754,1754,7847,По сезону. Видеодайджест Seasonvar,Talk Show,Russian,8.0,Russian Federation
1755,1755,48402,Чума!,Scripted,Russian,21.0,Russian Federation
1756,1756,48403,То шо скетчи,Variety,Russian,15.0,Russian Federation
1757,1757,52520,Мужская тема,Talk Show,Russian,30.0,Russian Federation
1758,1758,20734,Fox Spirit Matchmaker,Animation,Chinese,10.0,China
1759,1759,47912,The Wolf,Scripted,Chinese,45.0,China
1760,1760,47912,The Wolf,Scripted,Chinese,45.0,China
1761,1761,49485,The Founder of Diabolism Q,Animation,Chinese,5.0,China
1762,1762,52782,Mr. Right is Here!,Scripted,Chinese,45.0,China
1763,1763,52782,Mr. Right is Here!,Scripted,Chinese,45.0,China
1764,1764,53072,KL Gangster: Underworld,Scripted,Malay,45.0,Malaysia
1765,1765,54762,Youths in the Breeze,Scripted,Chinese,7.0,China
1766,1766,54762,Youths in the Breeze,Scripted,Chinese,7.0,China
1767,1767,55016,Ling Jian Zun,Animation,Chinese,10.0,China
1768,1768,55019,Supreme God Emperor,Animation,Chinese,10.0,China
1769,1769,38732,Parterapi,Scripted,Norwegian,10.0,Norway
1770,1770,49907,Familien Lykke,Scripted,Norwegian,21.0,Norway
1771,1771,50752,Stjernestøv,Scripted,Norwegian,20.0,Norway
1772,1772,52582,Taqdeer,Scripted,Bengali,25.0,India
1773,1773,52582,Taqdeer,Scripted,Bengali,25.0,India
1774,1774,52582,Taqdeer,Scripted,Bengali,25.0,India
1775,1775,52582,Taqdeer,Scripted,Bengali,25.0,India
1776,1776,52582,Taqdeer,Scripted,Bengali,25.0,India
1777,1777,52582,Taqdeer,Scripted,Bengali,25.0,India
1778,1778,52582,Taqdeer,Scripted,Bengali,25.0,India
1779,1779,52582,Taqdeer,Scripted,Bengali,25.0,India
1780,1780,52593,Black Widows,Scripted,Hindi,35.0,India
1781,1781,52593,Black Widows,Scripted,Hindi,35.0,India
1782,1782,52593,Black Widows,Scripted,Hindi,35.0,India
1783,1783,52593,Black Widows,Scripted,Hindi,35.0,India
1784,1784,52593,Black Widows,Scripted,Hindi,35.0,India
1785,1785,52593,Black Widows,Scripted,Hindi,35.0,India
1786,1786,52593,Black Widows,Scripted,Hindi,35.0,India
1787,1787,52593,Black Widows,Scripted,Hindi,35.0,India
1788,1788,52593,Black Widows,Scripted,Hindi,35.0,India
1789,1789,52593,Black Widows,Scripted,Hindi,35.0,India
1790,1790,52593,Black Widows,Scripted,Hindi,35.0,India
1791,1791,52593,Black Widows,Scripted,Hindi,35.0,India
1792,1792,56433,Uncommon Sense with Saloni,Variety,Hindi,,India
1793,1793,38171,Гранд,Scripted,Russian,25.0,Russian Federation
1794,1794,53759,BOOM,Reality,Turkish,28.0,Turkey
1795,1795,52413,Growing Season,Scripted,Korean,22.0,"Korea, Republic of"
1796,1796,11502,Hver gang vi møtes,Reality,Norwegian,54.0,
1797,1797,11502,Hver gang vi møtes,Reality,Norwegian,54.0,
1798,1798,44057,Hjerteslag,Scripted,Norwegian,12.0,Norway
1799,1799,44664,Dime quién soy,Scripted,Spanish,50.0,Spain
1800,1800,46278,Real:Time:Love,Scripted,Korean,12.0,"Korea, Republic of"
1801,1801,46395,Panelet,Talk Show,Norwegian,15.0,Norway
1802,1802,52285,Red Light,Scripted,Dutch,48.0,Belgium
1803,1803,52455,Colgar las alas,Documentary,Spanish,46.0,Spain
1804,1804,52571,LasseMajas Detektivbyrå,Scripted,Swedish,42.0,Sweden
1805,1805,52571,LasseMajas Detektivbyrå,Scripted,Swedish,42.0,Sweden
1806,1806,52800,De jacht op de mocro-maffia,Documentary,Dutch,40.0,Netherlands
1807,1807,57029,Bablo,Scripted,Norwegian,8.0,Norway
1808,1808,57029,Bablo,Scripted,Norwegian,8.0,Norway
1809,1809,57029,Bablo,Scripted,Norwegian,8.0,Norway
1810,1810,57029,Bablo,Scripted,Norwegian,8.0,Norway
1811,1811,15250,The Young Turks,News,English,120.0,
1812,1812,15250,The Young Turks,News,English,120.0,
1813,1813,19111,Om Nom Stories,Animation,English,1.0,
1814,1814,21035,Talking Tom and Friends,Animation,English,11.0,
1815,1815,30606,SciShow,Documentary,English,9.0,
1816,1816,35420,DRUCK,Scripted,German,24.0,
1817,1817,38963,The Mandalorian,Scripted,English,40.0,
1818,1818,39890,А поговорить?,Talk Show,Russian,76.0,
1819,1819,41067,El Cid,Scripted,Spanish,59.0,
1820,1820,41067,El Cid,Scripted,Spanish,59.0,
1821,1821,41067,El Cid,Scripted,Spanish,59.0,
1822,1822,41067,El Cid,Scripted,Spanish,59.0,
1823,1823,41067,El Cid,Scripted,Spanish,59.0,
1824,1824,41489,Hjem til jul,Scripted,Norwegian,30.0,
1825,1825,41489,Hjem til jul,Scripted,Norwegian,30.0,
1826,1826,41489,Hjem til jul,Scripted,Norwegian,30.0,
1827,1827,41489,Hjem til jul,Scripted,Norwegian,30.0,
1828,1828,41489,Hjem til jul,Scripted,Norwegian,30.0,
1829,1829,41489,Hjem til jul,Scripted,Norwegian,30.0,
1830,1830,41500,Xie Wang Zhui Qi,Animation,Chinese,14.0,
1831,1831,41611,Good Mythical Morning,Talk Show,English,14.0,
1832,1832,44117,RED,Scripted,Portuguese,14.0,
1833,1833,44117,RED,Scripted,Portuguese,14.0,
1834,1834,44117,RED,Scripted,Portuguese,14.0,
1835,1835,44117,RED,Scripted,Portuguese,14.0,
1836,1836,44117,RED,Scripted,Portuguese,14.0,
1837,1837,44117,RED,Scripted,Portuguese,14.0,
1838,1838,44117,RED,Scripted,Portuguese,14.0,
1839,1839,44117,RED,Scripted,Portuguese,14.0,
1840,1840,44117,RED,Scripted,Portuguese,14.0,
1841,1841,44117,RED,Scripted,Portuguese,14.0,
1842,1842,46570,Sweet Home,Scripted,Korean,52.0,
1843,1843,46570,Sweet Home,Scripted,Korean,52.0,
1844,1844,46570,Sweet Home,Scripted,Korean,52.0,
1845,1845,46570,Sweet Home,Scripted,Korean,52.0,
1846,1846,46570,Sweet Home,Scripted,Korean,52.0,
1847,1847,46570,Sweet Home,Scripted,Korean,52.0,
1848,1848,46570,Sweet Home,Scripted,Korean,52.0,
1849,1849,46570,Sweet Home,Scripted,Korean,52.0,
1850,1850,46570,Sweet Home,Scripted,Korean,52.0,
1851,1851,46570,Sweet Home,Scripted,Korean,52.0,
1852,1852,48396,Discipline,Scripted,Korean,18.0,
1853,1853,49147,World War Two: Week by Week,Documentary,English,15.0,
1854,1854,50065,Voksensmerter,Documentary,Norwegian,20.0,
1855,1855,50338,Crash Course Linguistics,Documentary,English,11.0,
1856,1856,50402,The Wonderful World of Mickey Mouse,Animation,English,8.0,
1857,1857,50402,The Wonderful World of Mickey Mouse,Animation,English,8.0,
1858,1858,50561,Let Me Off the Earth,Scripted,Korean,12.0,
1859,1859,51136,Chicken Shop Date,Talk Show,English,5.0,
1860,1860,51149,The Pengest Munch,Reality,English,6.0,
1861,1861,51337,Qin Xia,Animation,Chinese,25.0,China
1862,1862,51463,Kinderfänger,Scripted,English,10.0,
1863,1863,51836,On Pointe,Documentary,English,45.0,
1864,1864,51836,On Pointe,Documentary,English,45.0,
1865,1865,51836,On Pointe,Documentary,English,45.0,
1866,1866,51836,On Pointe,Documentary,English,45.0,
1867,1867,51836,On Pointe,Documentary,English,45.0,
1868,1868,51836,On Pointe,Documentary,English,45.0,
1869,1869,51851,Sobrevolando,Documentary,Spanish,,
1870,1870,51915,Fjols til fjells,Scripted,Norwegian,21.0,
1871,1871,51966,Influencers,Scripted,Tagalog,34.0,
1872,1872,51971,Wish You,Scripted,Korean,11.0,"Korea, Republic of"
1873,1873,51971,Wish You,Scripted,Korean,11.0,"Korea, Republic of"
1874,1874,52165,A Generala,Scripted,Portuguese,60.0,Portugal
1875,1875,52196,Your Home,Scripted,Tagalog,23.0,
1876,1876,52412,Handmade Love,Scripted,Korean,17.0,
1877,1877,52415,Daughters,Scripted,Thai,50.0,
1878,1878,52415,Daughters,Scripted,Thai,50.0,
1879,1879,52421,You Complete Me,Scripted,Chinese,45.0,China
1880,1880,52421,You Complete Me,Scripted,Chinese,45.0,China
1881,1881,52451,The Burning River,Scripted,Chinese,45.0,China
1882,1882,52451,The Burning River,Scripted,Chinese,45.0,China
1883,1883,52451,The Burning River,Scripted,Chinese,45.0,China
1884,1884,52451,The Burning River,Scripted,Chinese,45.0,China
1885,1885,52451,The Burning River,Scripted,Chinese,45.0,China
1886,1886,52451,The Burning River,Scripted,Chinese,45.0,China
1887,1887,52519,Beyond the Clouds,Documentary,English,,
1888,1888,52662,O Clube,Scripted,Portuguese,45.0,Portugal
1889,1889,52743,The Penalty Zone,Scripted,Chinese,45.0,
1890,1890,52743,The Penalty Zone,Scripted,Chinese,45.0,
1891,1891,52806,Ultimate Note,Scripted,Chinese,45.0,
1892,1892,52806,Ultimate Note,Scripted,Chinese,45.0,
1893,1893,53811,BILD.Macht.Deutschland?,Documentary,German,45.0,
1894,1894,53811,BILD.Macht.Deutschland?,Documentary,German,45.0,
1895,1895,53811,BILD.Macht.Deutschland?,Documentary,German,45.0,
1896,1896,53811,BILD.Macht.Deutschland?,Documentary,German,45.0,
1897,1897,53811,BILD.Macht.Deutschland?,Documentary,German,45.0,
1898,1898,53811,BILD.Macht.Deutschland?,Documentary,German,45.0,
1899,1899,53811,BILD.Macht.Deutschland?,Documentary,German,45.0,
1900,1900,54218,PRO-БАЛЕТ с Николаем Цискаридзе,Documentary,Russian,25.0,
1901,1901,54837,"My Lecturer, My Husband",Scripted,Indonesian,38.0,
1902,1902,55983,Are You Scared?,Documentary,English,25.0,
1903,1903,56139,Meta Runner,Animation,English,15.0,
1904,1904,56848,The Miracle Barbershop,Scripted,English,16.0,
1905,1905,57213,Paava Kadhaigal,Scripted,Tamil,37.0,
1906,1906,57213,Paava Kadhaigal,Scripted,Tamil,37.0,
1907,1907,57213,Paava Kadhaigal,Scripted,Tamil,37.0,
1908,1908,57213,Paava Kadhaigal,Scripted,Tamil,37.0,
1909,1909,57350,Lessons from the Screenplay,Documentary,English,12.0,
1910,1910,58367,Struggle Meals,Scripted,,20.0,
1911,1911,58367,Struggle Meals,Scripted,,20.0,
1912,1912,61140,Michael Fassbender: Road to Le Mans,Reality,English,16.0,
1913,1913,36813,Conversa com Bial,Talk Show,Portuguese,40.0,Brazil
1914,1914,49024,Diário de Um Confinado,Scripted,Portuguese,10.0,Brazil
1915,1915,52250,SJ Returns,Reality,Korean,5.0,"Korea, Republic of"
1916,1916,37790,Creepshow,Scripted,English,25.0,United States
1917,1917,40862,Comedy Central Stand-Up Featuring,Variety,English,,United States
1918,1918,49903,Familiekokkene,Reality,Norwegian,60.0,Norway
1919,1919,57491,History's Greatest Mysteries Solved,Documentary,English,11.0,
1920,1920,62418,Trailer Park Boys: Park After Dark,Talk Show,English,30.0,Canada
1921,1921,26796,Raven's Home,Scripted,English,29.0,United States
1922,1922,43883,The Amber Ruffin Show,Variety,English,25.0,United States
1923,1923,22536,205 Live,Sports,English,60.0,United States
1924,1924,41648,Sim for You,Reality,Korean,16.0,"Korea, Republic of"
1925,1925,10892,Трое из Простоквашино,Animation,Russian,14.0,Russian Federation
1926,1926,10892,Трое из Простоквашино,Animation,Russian,14.0,Russian Federation
1927,1927,35551,Soul Land,Animation,Chinese,20.0,China
1928,1928,49206,Xian Feng Jian Yu Lu,Animation,Chinese,7.0,China
1929,1929,49740,Tokyo Joshi Pro Wrestling,Sports,Japanese,120.0,Japan
1930,1930,51670,Heaven Official's Blessing,Animation,Chinese,25.0,China
1931,1931,47912,The Wolf,Scripted,Chinese,45.0,China
1932,1932,47912,The Wolf,Scripted,Chinese,45.0,China
1933,1933,54762,Youths in the Breeze,Scripted,Chinese,7.0,China
1934,1934,54762,Youths in the Breeze,Scripted,Chinese,7.0,China
1935,1935,55919,Klassen,Scripted,Norwegian,11.0,Norway
1936,1936,50752,Stjernestøv,Scripted,Norwegian,20.0,Norway
1937,1937,58844,Зомбеты,Scripted,Russian,,Kazakhstan
1938,1938,53888,Fandom Tour,Variety,Korean,17.0,"Korea, Republic of"
1939,1939,56605,It's Okay to Be Sensitive 2020,Scripted,Korean,,"Korea, Republic of"
1940,1940,44057,Hjerteslag,Scripted,Norwegian,12.0,Norway
1941,1941,57956,Hjem til jul?,Documentary,Norwegian,21.0,Norway
1942,1942,30606,SciShow,Documentary,English,9.0,
1943,1943,36840,Хочу домой,Documentary,Russian,39.0,
1944,1944,40232,Jachtseizoen,Game Show,Dutch,30.0,
1945,1945,42383,World Wonder Ring STARDOM,Sports,English,120.0,
1946,1946,49147,World War Two: Week by Week,Documentary,English,15.0,
1947,1947,50983,After Dark The Series,Scripted,Thai,56.0,
1948,1948,51125,Detention,Scripted,Chinese,51.0,
1949,1949,51125,Detention,Scripted,Chinese,51.0,
1950,1950,51398,Lakan,Scripted,Tagalog,28.0,
1951,1951,52743,The Penalty Zone,Scripted,Chinese,45.0,
1952,1952,52743,The Penalty Zone,Scripted,Chinese,45.0,
1953,1953,52806,Ultimate Note,Scripted,Chinese,45.0,
1954,1954,52806,Ultimate Note,Scripted,Chinese,45.0,
1955,1955,53564,Our Memory,Scripted,Chinese,11.0,
1956,1956,53851,Tregaye's Way in the Kitchen,Reality,English,60.0,
1957,1957,56067,Yaar Jigree Kasooti Degree,Scripted,Panjabi,,
1958,1958,57945,I Like to Watch,Talk Show,English,18.0,
1959,1959,60809,Discover Destination UA,Documentary,English,23.0,
1960,1960,60848,Blippi,Scripted,English,,
1961,1961,61755,Bride of Beirut,Scripted,Arabic,,
1962,1962,61307,Kamen Rider Saber,Scripted,Japanese,23.0,Japan
1963,1963,61536,Ano ko no Yume wo Mitan Desu,Scripted,Japanese,29.0,Japan
1964,1964,4091,RWBY,Animation,English,13.0,United States
1965,1965,19667,WWE Talking Smack,Talk Show,English,30.0,United States
1966,1966,25294,UFC Fight Pass Prelims,Sports,English,74.0,United States
1967,1967,50839,"Um, Actually...",Game Show,English,30.0,United States
1968,1968,50939,Rail Romanesque,Animation,Japanese,5.0,
1969,1969,53754,Lovely Bites by Chef Lovely,Reality,English,25.0,
1970,1970,51631,Eides språksjov,Talk Show,Norwegian,43.0,Norway
1971,1971,48922,Onyx Equinox,Animation,English,24.0,
1972,1972,1596,UFC Fight Night,Sports,English,194.0,United States
1973,1973,48683,Исповедь,Documentary,Russian,47.0,Russian Federation
1974,1974,51471,Hero Return,Animation,Chinese,16.0,China
1975,1975,52178,Swallowed Star,Animation,Chinese,21.0,China
1976,1976,54033,Wu Shen Zhu Zai,Animation,Chinese,8.0,China
1977,1977,50398,Man's Diary,Animation,Chinese,12.0,China
1978,1978,54762,Youths in the Breeze,Scripted,Chinese,7.0,China
1979,1979,54762,Youths in the Breeze,Scripted,Chinese,7.0,China
1980,1980,40240,113,Documentary,Norwegian,39.0,Norway
1981,1981,50752,Stjernestøv,Scripted,Norwegian,20.0,Norway
1982,1982,33172,Der ingen skulle tru at nokon kunne bu,Documentary,Norwegian,34.0,Norway
